tahun_lahir,ipk,ips_semester_genap_2021/2022,ips_semester_ganjil_2022/2023,nilai_matkul_matematika_1,nilai_matkul_bahasa_inggris_1,total_sks_semester,total_matkul_mengulang,memiliki_beasiswa,nilai_matematika_sma_kelas_12,pendidikan_ibu,pendidikan_ayah,jumlah_saudara,penghasilan_orang_tua,waktu_khusus_belajar,suka_lomba,total_mengikuti_lomba,sosial_media_youtube,sosial_media_whatsapp,sosial_media_twitter,sosial_media_tiktok,sosial_media_tidak menggunakan sosial media,sosial_media_instagram,sosial_media_facebook,total_akses_sosial_media,genre_permainan_tidak bermain game,genre_permainan_teka-teki,genre_permainan_strategi,genre_permainan_shooting,genre_permainan_petualangan,genre_permainan_olahraga,genre_permainan_multiplayer,genre_permainan_aksi,jenis_organisasi_tidak mengikuti organisasi,jenis_organisasi_penalaran dan keilmuan,jenis_organisasi_organisasi sosial,jenis_organisasi_organisasi pengusaha,jenis_organisasi_organisasi masyarakat,jenis_organisasi_organisasi keprofesian,jenis_organisasi_organisasi keahlian,jenis_organisasi_organisasi keagamaan,jenis_organisasi_himpunan mahasiswa,estimasi_waktu_perjalanan_ke_kampus,jenis_kelamin_laki-laki,jenis_kelamin_perempuan,tempat_tinggal_kuliah_apartemen,tempat_tinggal_kuliah_asrama,tempat_tinggal_kuliah_bersama anggota keluarga besar,tempat_tinggal_kuliah_bersama orang tua,tempat_tinggal_kuliah_kontrakan,tempat_tinggal_kuliah_kos,provinsi_asal_bali,provinsi_asal_bangka belitung,provinsi_asal_banten,provinsi_asal_bengkulu,provinsi_asal_dki jakarta,provinsi_asal_jambi,provinsi_asal_jawa barat,provinsi_asal_jawa tengah,provinsi_asal_jawa timur,provinsi_asal_kalimantan timur,provinsi_asal_maluku utara,provinsi_asal_nanggroe aceh darussalam,provinsi_asal_nusa tenggara barat,provinsi_asal_nusa tenggara timur,provinsi_asal_papua barat,provinsi_asal_papua barat daya,provinsi_asal_riau,provinsi_asal_sulawesi selatan,provinsi_asal_sulawesi tengah,provinsi_asal_sulawesi tenggara,provinsi_asal_sulawesi utara,provinsi_asal_sumatera barat,provinsi_asal_sumatera selatan,provinsi_asal_sumatera utara,jalur_pendaftaran_kampus_beasiswa aperti bumn,jalur_pendaftaran_kampus_beasiswa undangan,jalur_pendaftaran_kampus_jalur undangan,jalur_pendaftaran_kampus_seleksi rapot,jalur_pendaftaran_kampus_snmptn,jalur_pendaftaran_kampus_ujian tes,jalur_pendaftaran_kampus_utbk/snbp,tipe_sma_boarding school,tipe_sma_ma/man,tipe_sma_mengulang kuliah,tipe_sma_sma/sman,tipe_sma_smk/smkn,latar_belakang_sma_negeri,latar_belakang_sma_swasta,jenis_tempat_tinggal_keluarga_bersama anggota keluarga besar,jenis_tempat_tinggal_keluarga_kontrakan,jenis_tempat_tinggal_keluarga_rumah,jenis_tempat_tinggal_keluarga_rumah dinas,cara_belajar_mahasiswa_aural,cara_belajar_mahasiswa_kinestetic,cara_belajar_mahasiswa_reading,cara_belajar_mahasiswa_visual,akses_pembelajaran_daring,akses_pembelajaran_luring
-0.19873470114017008,0.2756937005432472,-0.17658936481257897,-0.04564166918663592,0.19014882542124384,-0.36533985181845263,1.735985924518431,-0.4998988241816705,-0.4082482904638631,-1.9374103291914047,-0.5661247519522212,-0.15441834229176107,0.17827279218363654,-0.1715831522864876,0.5663521139548542,-1.1320140238246659,-1.0482426165477525,0,0,1,1,0,1,0,-0.8888230645123544,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.15629512933158235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.257415073867604,-0.4937978195266991,-0.483222346634469,-1.0118716842989763,-1.161731882483921,-0.36533985181845263,0.1110417201779061,-0.4998988241816705,-0.4082482904638631,-2.774938741299177,-2.1498906293042497,-1.3212774060785542,0.8983379913549211,-0.1715831522864876,-1.7656860023298395,-0.09778716757724637,-1.0482426165477525,0,0,1,1,0,1,0,-0.8888230645123544,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-1.131256427009511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-2.717987507952638,-1.4368598684444975,-1.4681218053091012,-2.0676854871208477,1.0609719554228456,-0.36533985181845263,-1.799183277583636,2.065137316098906,-0.4082482904638631,-0.5927975304922983,-0.5661247519522212,-1.3212774060785542,0.8983379913549211,-0.1715831522864876,0.5663521139548542,1.7723121481495985,1.4925410312540937,0,0,0,0,0,1,0,-0.8888230645123544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.2867086469007734,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.19873470114017008,0.4842516689509354,0.16428657420044368,0.06999125588992232,0.19014882542124384,-0.36533985181845263,1.735985924518431,-0.4998988241816705,-0.4082482904638631,0.3472058355635423,-0.5661247519522212,-0.7295866584084464,-1.9553014246424198,0.881818445811829,0.5663521139548542,-0.09778716757724637,0.6985482320354476,0,0,0,1,0,1,0,1.052823485255152,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.131256427009511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.257415073867604,0.7662726079389365,0.7271080227815153,0.6911444727789259,1.0609719554228456,1.2239326760685851,1.735985924518431,-0.4998988241816705,-0.4082482904638631,-1.2835172443550587,-1.3095397627900764,0.9597999027422389,-0.7131636115059093,-0.1715831522864876,0.5663521139548542,1.7723121481495985,2.30557340258521,0,0,0,0,0,1,0,-0.8888230645123544,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,-1.131256427009511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.19873470114017008,2.1017756593390255,2.0270296751681633,2.248029617873576,1.0609719554228456,1.2239326760685851,0.8543983857485948,-0.4998988241816705,2.4494897427831783,0.13615847375715126,-0.5661247519522212,-1.3212774060785542,2.0548531366162814,-1.0756157671170699,0.5663521139548542,0.8628808151725138,0.6985482320354476,0,0,0,1,0,1,0,0.04232603709975799,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.15629512933158235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0472966572495244,1.5617318800204716,1.4657579149546347,1.314634752789563,1.0609719554228456,1.2239326760685851,1.735985924518431,-0.4998988241816705,-0.4082482904638631,-0.2502624786815722,-0.5661247519522212,-0.7295866584084464,-0.7131636115059093,-0.1715831522864876,-1.7656860023298395,0.8628808151725138,0.6985482320354476,0,0,1,1,0,1,0,1.052823485255152,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1.2867086469007734,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.19873470114017008,-0.42093299369207465,-0.17658936481257897,-0.6827433717993023,1.0609719554228456,-0.36533985181845263,0.1110417201779061,-0.4998988241816705,-0.4082482904638631,-1.2835172443550587,1.3383558501112032,-0.7295866584084464,0.17827279218363654,0.881818445811829,0.5663521139548542,-0.09778716757724637,0.6985482320354476,0,0,1,1,0,1,1,0.04232603709975799,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.2867086469007734,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.19873470114017008,1.0985910696742682,1.0408417996494614,1.0997616800906898,0.19014882542124384,0.37310808572637,1.735985924518431,-0.4998988241816705,-0.4082482904638631,0.3472058355635423,-0.5661247519522212,-0.7295866584084464,0.8983379913549211,-0.1715831522864876,0.5663521139548542,0.8628808151725138,0.6985482320354476,0,0,0,0,0,1,0,0.04232603709975799,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-1.131256427009511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.19873470114017008,0.7985942128582159,-0.010604821872931804,-0.04564166918663592,1.0609719554228456,0.37310808572637,0.8543983857485948,1.9661783109256525,2.4494897427831783,0.13615847375715126,1.3383558501112032,0.9597999027422389,-1.9553014246424198,-0.1715831522864876,0.5663521139548542,-0.09778716757724637,0.6985482320354476,0,0,0,1,0,1,0,0.04232603709975799,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.131256427009511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.19873470114017008,-0.29614109703531555,-0.4566898499990863,-0.5066940169231687,-1.161731882483921,-0.36533985181845263,0.1110417201779061,-0.4998988241816705,-0.4082482904638631,-0.5927975304922983,-0.5661247519522212,-0.7295866584084464,-1.9553014246424198,-1.0756157671170699,0.5663521139548542,-0.09778716757724637,-1.0482426165477525,0,0,0,1,0,0,0,-1.7231300265130218,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.131256427009511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.19873470114017008,0.896763700017298,1.1228480980796456,0.6257174757539503,1.0609719554228456,-0.991235009676023,1.735985924518431,-0.4998988241816705,-0.4082482904638631,1.9016894827400128,1.9028981668220115,1.5028899425607218,0.17827279218363654,0.881818445811829,0.5663521139548542,-0.09778716757724637,-1.0482426165477525,0,0,0,0,0,1,0,0.04232603709975799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.131256427009511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.19873470114017008,1.2022934575257833,-0.010604821872931804,-0.04564166918663592,1.0609719554228456,1.2239326760685851,1.735985924518431,-0.4998988241816705,-0.4082482904638631,0.13615847375715126,-0.5661247519522212,1.5028899425607218,0.17827279218363654,0.881818445811829,0.5663521139548542,-0.09778716757724637,0.6985482320354476,0,0,0,1,0,1,0,0.04232603709975799,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8353333424632549,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.19873470114017008,0.24665276373737632,-0.010604821872931804,-0.04564166918663592,-1.161731882483921,0.37310808572637,0.8543983857485948,-0.4998988241816705,-0.4082482904638631,-0.4267499878799117,-0.5661247519522212,-0.7295866584084464,0.17827279218363654,-1.0756157671170699,-1.7656860023298395,-0.09778716757724637,-1.0482426165477525,0,0,0,1,0,1,0,0.04232603709975799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.15629512933158235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
